scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,demand_satisfaction_ratio_mean,coalition_success_rate_mean,served_load_rate_mean,optimality_gap_vs_oracle_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean
balanced_demand,4,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,12,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.8888888888888888,0.8888888888888888,0.08180381472213653,0.0,0.0,40.472138714244764,19.252449980162623,202.3606935712239,21.0,0.14677500197043022
balanced_demand,5,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,12,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.861111111111111,0.861111111111111,0.16857147511266038,0.0,0.0,40.92471011577782,19.424972649483006,204.6235505788891,21.0,0.7022000111949941
balanced_demand,6,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,12,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.861111111111111,0.861111111111111,0.17645895616993215,0.0,0.0,41.4293730825105,19.8588135966455,207.14686541255256,21.0,0.6226166636527827
balanced_demand,7,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,12,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9375,0.75,0.75,0.2560600055862864,0.4166666666666667,0.0,34.07794341673168,15.737308391395324,170.38971708365838,21.0,0.71230834388795
monte_carlo,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,2.0,0.3333333333333333,35.02273911438184,13.087738956029925,175.11369557190923,30.0,9.403266672355434
monte_carlo,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,2.0,0.3333333333333333,35.02273911438184,13.087738956029925,175.11369557190923,30.0,10.000899977361163
monte_carlo,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0009734341362551105,2.0,0.3333333333333333,35.139772914988775,13.212523221264007,175.69886457494388,8.333333333333334,38.871466647833586
monte_carlo,4,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9333333333333332,0.8666666666666667,0.8666666666666667,0.05799878883647197,1.0,0.0,41.32913660821854,15.1253840053676,206.64568304109267,8.333333333333334,0.9553666459396482
monte_carlo,5,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9333333333333332,0.8666666666666667,0.8666666666666667,0.05885194663211541,1.0,0.0,41.38620142343682,15.775701101509805,206.93100711718412,8.333333333333334,0.3513000362242262
monte_carlo,6,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9333333333333332,0.7999999999999999,0.7999999999999999,0.21733170051814546,1.0,0.0,42.79438791193178,15.812752144314155,213.97193955965886,8.333333333333334,1.0167667254184682
monte_carlo,7,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,3,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9333333333333332,0.7999999999999999,0.7999999999999999,0.21733170051814546,1.0,0.0,42.79438791193178,15.812752144314155,213.97193955965886,8.333333333333334,1.031099973867337
over_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6474537037037037,0.6666666666666666,0.6666666666666666,4.891616189855121e-18,3.5416666666666665,0.125,36.229608172500356,15.701967964866824,181.14804086250174,28.0,2.4399083437553295
over_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6474537037037037,0.6666666666666666,0.6666666666666666,4.891616189855121e-18,3.5416666666666665,0.125,36.229608172500356,15.701967964866824,181.14804086250174,28.0,2.6932625041808933
over_demand,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6474537037037037,0.6666666666666666,0.6666666666666666,0.0030678816946079126,3.5416666666666665,0.20833333333333334,35.593588425419775,15.606911173065555,177.96794212709884,28.0,14.88093332348702
over_demand,4,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333333,0.46875,0.46875,0.5359819093277236,2.75,0.0,36.56859433947409,16.94137488066892,182.84297169737044,28.0,0.14170416883037737
over_demand,5,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7040509259259261,0.40625,0.40625,0.6231420039366647,2.9166666666666665,0.0,34.073721054427374,15.074780218533725,170.36860527213688,28.0,0.7679249974898994
over_demand,6,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333333,0.28125,0.28125,1.0341664452542045,2.75,0.0,39.661523770223646,16.949492202567175,198.30761885111824,28.0,0.6555791818148767
over_demand,7,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333333,0.2708333333333333,0.2708333333333333,1.0719645471510297,2.75,0.0,40.17321024025002,17.584583896783972,200.86605120125012,28.0,0.645191675478903
under_demand,1,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.2916666666666667,21.53309664999647,11.083866380079096,107.66548324998234,21.0,2.8224208363099024
under_demand,2,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.2916666666666667,21.53309664999647,11.083866380079096,107.66548324998234,21.0,2.922979178644406
under_demand,3,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.000143313243955626,0.0,0.25,21.21552449280637,11.13867444103856,106.07762246403183,21.0,13.144195821951143
under_demand,4,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.009823002134615516,0.0,0.25,21.534971028963316,11.724707926921264,107.67485514481659,21.0,0.406149997919177
under_demand,5,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.009823002134615516,0.0,0.25,21.534971028963316,11.724707926921264,107.67485514481659,21.0,0.49697917226391536
under_demand,6,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.9166666666666666,0.9166666666666666,0.11668417638249562,0.0,0.0,21.17504572910007,12.666796531440257,105.87522864550034,21.0,0.6224791577551514
under_demand,7,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,24,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.9166666666666666,0.9166666666666666,0.12380399275228389,0.0,0.0,21.976289569811,13.43659296155304,109.88144784905501,21.0,0.11719166165372978
