experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,energy_proxy_wh,estimated_arrival_time_s,idle_robots,max_assigned_travel_distance_m,mean_assigned_travel_distance_m,method_file_tag,method_title,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches,travel_distance_m
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,17.356334737475763,4.17,1.0,1.0,18,1.0,86.78167368737881,11.907461236216701,3,7.739849803540856,5.785444912491921,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0184374869337186,4.17,1.9913000287488103,0.0,0,0,0.08969998452812433,1.0,0,17.356334737475763
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,6,3,0.5,False,inf,3,16.164300996313717,4.17,1.0,1.0,18,1.0,80.82150498156858,11.159404079625869,3,7.253612651756815,5.388100332104572,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0007210923335122924,4.17,1.9913000287488103,0.0,0,0,74.30500001646578,1.0,0,16.164300996313717
SP1_MC_recruitment_comparison,under_demand,under_demand_v00,2000,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.115782863169972,4.17,1.0,1.0,18,1.0,80.57891431584986,10.073563172890477,3,6.547816062378811,5.371927621056657,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0.0,4.17,1.9913000287488103,0.0,0,0,1.9913000287488103,1.0,0,16.115782863169972
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0,4.17,2.885499969124794,0.0,0,0,0.1097000204026699,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0.0,4.17,2.885499969124794,0.0,0,0,0.06479991134256124,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,4.17,2.885499969124794,0.0,0,0,2.353199990466237,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0.0,4.17,2.885499969124794,0.0,0,0,0.4965999396517873,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,6,3,0.5,True,inf,4,13.05078975561041,4.17,1.0,1.0,18,1.0,65.25394877805205,8.1241160314313,2,5.280675420430345,3.2626974389026024,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],0.06982260218974136,4.17,2.885499969124794,0.0,1,0,0.1764999469742179,1.0,0,13.05078975561041
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,6,3,0.5,True,inf,5,17.267365389038922,2.74,0.6666666666666666,nan,18,0.6666666666666666,86.3368269451946,10.511290351086242,1,6.832338728206057,3.4534730778077845,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0.5037327601247479,4.17,2.885499969124794,1.4299999999999997,3,1,0.20050001330673695,0.6666666666666666,0,17.267365389038922
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,6,3,0.5,True,inf,4,13.05078975561041,4.17,1.0,1.0,18,1.0,65.25394877805205,8.1241160314313,2,5.280675420430345,3.2626974389026024,baseline-model-based-decentralized-bnn-cardinality,BNN cardinality [baseline | model_based | decentralized | bnn_cardinality],0.06982260218974136,4.17,2.885499969124794,0.0,1,0,0.2471000188961625,1.0,0,13.05078975561041
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],0.0,4.17,2.885499969124794,0.0,0,0,0.38430001586675644,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],0.0,4.17,2.885499969124794,0.0,0,0,0.278000021353364,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-model-based-decentralized-local-local-primal-dual-wrench-market,Local primal-dual wrench market [proposed | model_based | decentralized_local | local_primal_dual_wrench_proxy],0.0,4.17,2.885499969124794,0.0,0,0,0.33089995849877596,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],0.0,4.17,2.885499969124794,0.0,0,0,0.6414999952539802,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0,4.17,2.885499969124794,0.0,0,0,15.758099965751171,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v01,2000,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,True,inf,3,7.770114335180064,4.17,1.0,1.0,18,1.0,38.850571675900326,7.211105554458702,3,4.687218610398157,2.5900381117266877,reference-model-based-oracle-centralized-oracle-reference,oracle reference [reference | model_based_oracle | centralized | exact_capacity_feasible_reference],0.0,4.17,2.885499969124794,0.0,0,0,2.885499969124794,1.0,0,7.770114335180064
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,28.23300866866114,4.5200000000000005,1.0,1.0,18,1.0,141.16504334330568,22.11655750613654,2,14.375762378988751,7.058252167165285,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.05943911751677266,4.5200000000000005,1.3312000082805753,0.0,0,0,0.0771000050008297,1.0,0,28.23300866866114
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,24.304341027655425,4.5200000000000005,1.0,1.0,18,1.0,121.52170513827713,16.66383859941159,2,10.831495089617533,6.076085256913856,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0.0,4.5200000000000005,1.3312000082805753,0.0,0,0,0.04260009154677391,1.0,0,24.304341027655425
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,24.304341027655425,4.5200000000000005,1.0,1.0,18,1.0,121.52170513827713,16.66383859941159,2,10.831495089617533,6.076085256913856,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,4.5200000000000005,1.3312000082805753,0.0,0,0,1.754599972628057,1.0,0,24.304341027655425
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,123.44370689644961,16.66383859941159,2,10.831495089617533,6.172185344822481,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0.005815818430607281,4.5200000000000005,1.3312000082805753,0.0,0,0,0.25699997786432505,1.0,0,24.688741379289922
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,6,3,0.75,False,inf,3,13.85724628967239,3.17,0.6666666666666666,nan,18,0.75,69.28623144836195,14.026732923110194,3,9.117376400021627,4.619082096557463,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],0.2504386145683631,4.5200000000000005,1.3312000082805753,1.3500000000000005,0,1,0.11309992987662554,0.6666666666666666,0,13.85724628967239
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,6,3,0.75,False,inf,6,36.835673375699386,1.3900000000000001,0.3333333333333333,nan,18,0.5,184.17836687849694,14.788764729544866,0,9.612697074204164,6.139278895949897,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],1.136706003331929,4.5200000000000005,1.3312000082805753,3.1300000000000003,4,2,0.09219988714903593,0.3333333333333333,0,36.835673375699386
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,6,3,0.75,False,inf,3,13.85724628967239,3.17,0.6666666666666666,nan,18,0.75,69.28623144836195,14.026732923110194,3,9.117376400021627,4.619082096557463,baseline-model-based-decentralized-bnn-cardinality,BNN cardinality [baseline | model_based | decentralized | bnn_cardinality],0.2504386145683631,4.5200000000000005,1.3312000082805753,1.3500000000000005,0,1,0.11650007218122482,0.6666666666666666,0,13.85724628967239
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,123.44370689644961,16.66383859941159,2,10.831495089617533,6.172185344822481,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],0.005815818430607281,4.5200000000000005,1.3312000082805753,0.0,0,0,0.34119992051273584,1.0,0,24.688741379289922
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,123.44370689644961,16.66383859941159,2,10.831495089617533,6.172185344822481,proposed-model-based-decentralized-primal-dual-wrench-market,Primal-dual wrench market [proposed | model_based | decentralized | primal_dual_wrench_proxy],0.005815818430607281,4.5200000000000005,1.3312000082805753,0.0,0,0,0.3024999750778079,1.0,0,24.688741379289922
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,local_primal_dual_wrench_market,Local primal-dual wrench market,model_based,decentralized_local,proposed,local_primal_dual_wrench_proxy,proposed_local_variation,model_based_tuning_optional,local_primal_dual_wrench_rule,radius_limited_local_scores,0,0,5,0,0,0,0,False,False,,none,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,123.44370689644961,16.66383859941159,2,10.831495089617533,6.172185344822481,proposed-model-based-decentralized-local-local-primal-dual-wrench-market,Local primal-dual wrench market [proposed | model_based | decentralized_local | local_primal_dual_wrench_proxy],0.005815818430607281,4.5200000000000005,1.3312000082805753,0.0,0,0,0.2796000335365534,1.0,0,24.688741379289922
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,6,3,0.75,False,inf,4,24.688741379289922,4.5200000000000005,1.0,1.0,18,1.0,123.44370689644961,16.66383859941159,2,10.831495089617533,6.172185344822481,baseline-data-driven-decentralized-imitation-oracle,Data-driven imitation oracle [baseline | data_driven | decentralized | oracle_imitation_linear],0.005815818430607281,4.5200000000000005,1.3312000082805753,0.0,0,0,0.4711000947281718,1.0,0,24.688741379289922
SP1_MC_recruitment_comparison,under_demand,under_demand_v02,2000,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,6,3,0.75,False,inf,4,24.304341027655425,4.5200000000000005,1.0,1.0,18,1.0,121.52170513827713,16.66383859941159,2,10.831495089617533,6.076085256913856,proposed-data-driven-decentralized-mappo-recruitment,MAPPO recruitment checkpoint [proposed | data_driven | decentralized | mappo_ctde_quorum_decoder],0.0,4.5200000000000005,1.3312000082805753,0.0,0,0,7.366399979218841,1.0,0,24.304341027655425
