source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination
"paper/megajuego.tex","L707-L713","pr:caging","proposicion","Curva de Jordan, movimiento continuo y una dimensión mínima de escape no definida; no modela orientación ni configuración del cuerpo rígido.","Espacio físico planar tratado como si la carga fuera un punto; caging real requiere espacio de configuraciones SE(2).","Holgura y dimensión de escape en m, pero su definición geométrica falta.","INVALID","Teorema de la curva de Jordan; modelo caging.","Una carga alargada puede rotar y atravesar una abertura cuya anchura no se caracteriza por una única dimensión mínima en el plano de trabajo.","NONE","NONE","REJECT","El argumento de cruce del contorno no prueba confinamiento de un cuerpo con orientación; contradice la delimitación canónica del verificador SE(2).","formal_audit_a","PAPER-FR-0011-pr:caging","Caging suficiente por curva cerrada","archive-only"
"paper/megajuego.tex","L741-L751","th:potencial","teorema","Tiempo y acción de referencia congelados; desviación unilateral factible; payoff wonderful-life construido exactamente con Phi compartido.","Juego híbrido sobre cada fibra admisible; la identidad no garantiza existencia, convergencia ni ejecutabilidad.","Los términos privados y compartidos deben tener la misma unidad de utilidad; no se verifica en la fuente.","COMPLETE","eq:potencial; def:estrategia; s:admisible.","Si el contrafactual o el tiempo cambia durante la comparación, la cancelación deja de valer; dentro de las premisas la identidad es algebraica.","NONE","NONE","CANDIDATE","La identidad de potencial es correcta por construcción, pero el megajuego concreto no tiene términos/unidades ni evidencia trazados.","formal_audit_a","PAPER-FR-0012-th:potencial","Potencial exacto sobre la estrategia híbrida","monograph-candidate"
"paper/megajuego.tex","L769-L774","co:terminacion","corolario","Partes discretas finitas y supuesto de optimización continua exacta; afirma unicidad por convexidad sin haber establecido concavidad estricta.","Estado híbrido con componente continua.","Potencial en utilidad; número de pasos adimensional.","INVALID","th:potencial; s:admisible.","Con una sola rama d y Phi(x)=x en [0,1], la secuencia x_{n+1}=(x_n+1)/2 mejora estrictamente para siempre; finitud de d no basta.","NONE","NONE","REJECT","El enunciado no exige que cada revisión reoptimice globalmente la rama ni que exista un conjunto finito de valores; la conclusión no se sigue.","formal_audit_a","PAPER-FR-0013-co:terminacion","Terminación","archive-only"
"paper/megajuego.tex","L815-L823","th:vi","teorema","X convexo compacto, Phi C1 cóncava; para la parte GNE hacen falta gradientes de pago iguales al gradiente del potencial y restricciones compartidas calificadas.","Optimización/VI continua sobre una rama fija; no cubre cierre entero.","Gradiente y VI son compatibles si todas las variables se escalan; la fuente no audita escalas mixtas.","COMPLETE_WITH_GAPS","s:admisible; potencial exacto; KKT de restricciones compartidas.","Un potencial exacto no diferenciable o restricciones individuales no representadas por X rompen el puente GNE, casos fuera de la redacción precisa.","NONE","NONE","CANDIDATE","La equivalencia optimizador-VI es estándar; la promoción exige escribir el pseudogradiente por jugador y todas las restricciones.","formal_audit_a","PAPER-FR-0014-th:vi","Puente VI-potencial","monograph-candidate"
"paper/megajuego.tex","L848-L853","le:orientacion","lema","Parachoques frontal definido como cono angular de semiángulo beta y presión en la dirección n.","Geometría planar local del contacto.","Producto de versores y coseno son adimensionales.","TAUTOLOGICAL","Definición del cono transmisible del parachoques.","La conclusión es exactamente la pertenencia de n al cono definido; no analiza fuerza, fricción ni realizabilidad.","NONE","NONE","NOT_FORMAL","Es una traducción de la definición geométrica, útil como requisito de modelo pero no como lema autónomo.","formal_audit_a","PAPER-FR-0015-le:orientacion","Orientación necesaria para empujar","background-only"
"paper/megajuego.tex","L871-L878","le:curvatura","lema","Seguimiento exacto omega=kappa v y límites simétricos de velocidad de rueda; falta declarar v>=0.","Uniciclo/diferencial ideal en una curva de curvatura local.","kappa b es adimensional y la cota produce m/s; las expresiones usan velocidades lineales de rueda.","PARTIAL","Cinemática diferencial; límites de rueda.","Con marcha atrás v<0 la desigualdad v<=... es vacua; debe acotarse |v|.","NONE","NONE","CANDIDATE","La cota exterior es correcta para avance no negativo; requiere valor absoluto y aclarar radio/convención de velocidad de rueda.","formal_audit_a","PAPER-FR-0016-le:curvatura","Cota de velocidad por curvatura","monograph-candidate"
"paper/megajuego.tex","L893-L899","pr:hocbf","proposicion","Dinámica localmente Lipschitz, h C2, condiciones iniciales HOCBF y QP factible en todo estado; faltan clase-K extendida, solución Carathéodory y regularidad del control.","Control continuo de grado relativo dos; intersección finita de barreras por pares.","Cada alpha debe producir tasa compatible con h/psi; no se documenta.","PARTIAL","Cadena psi0/psi1; teorema de comparación HOCBF.","Un QP con selector discontinuo sin solución única puede impedir aplicar la prueba clásica aun siendo factible punto a punto.","NONE","NONE","CANDIDATE","Es el argumento HOCBF estándar, pero las hipótesis de existencia y las unidades de alpha deben cerrarse antes de reclamar invariancia.","formal_audit_a","PAPER-FR-0017-pr:hocbf","Invariancia condicional bajo HOCBF-QP","monograph-candidate"
"paper/megajuego.tex","L912-L917","le:muestras","lema","Psi absolutamente continua en el intervalo y cota casi en todas partes |dot Psi|<=L_Psi; la fuente dice derivada acotada.","Una señal escalar entre dos muestras separadas a lo sumo Delta t.","L_Psi por tiempo multiplicado por Delta t tiene la unidad de Psi.","COMPLETE","Teorema fundamental del cálculo/Lipschitz temporal.","La cota falla si L_Psi se estima solo en muestras o si hay saltos; ambos quedan fuera de la premisa.","NONE","NONE","CANDIDATE","Resultado válido y útil, pero falta enlazar una cota L_Psi computable al sistema Cargo y a un claim del ledger.","formal_audit_a","PAPER-FR-0018-le:muestras","Margen suficiente entre muestras","monograph-candidate"
"paper/megajuego.tex","L956-L961","pr:jerarquia","proposicion","Define BR_h por desviaciones conectadas de a lo sumo h; no define que cualquier perfil de la componente sea una desviación conjunta admisible.","Grafo finito de perfiles/revisión con restricción de conectividad del bloque.","No aplica.","INVALID","definición h_c; potencial Phi.","Un estado globalmente mejor puede diferir en un conjunto desconectado o requerir atravesar primero una disminución; ausencia de una mejora conjunta desde z no implica máximo de la componente.","NONE","NONE","REJECT","Las inclusiones anidadas sí valen por conjuntos de vecindad, pero BR_N igual a óptimos de la componente es falso sin una hipótesis de vecindad completa.","formal_audit_a","PAPER-FR-0019-pr:jerarquia","Jerarquía anidada","archive-only"
"paper/megajuego.tex","L1031-L1044","th:smallgain","teorema","Solo postula desigualdades de almacenamiento; no exige cotas positiva-definidas/radialmente no acotadas ni comparabilidad con la norma del estado.","Interconexión continua de dos subsistemas con perturbaciones.","Coeficientes requieren unidades compatibles con V y normas; no se declaran escalas.","INCOMPLETE","Desigualdades de disipación; lema de comparación.","Almacenamientos no propios pueden satisfacer una desigualdad local sin dar una cota ISS global del estado; además no trata casos b_z=0 o b_p=0 en el cociente usado.","NONE","NONE","REJECT","La combinación ponderada da disipación de las señales, pero ISS no se sigue sin funciones de almacenamiento coercivas y dominio invariante.","formal_audit_a","PAPER-FR-0020-th:smallgain","Ganancia pequeña","archive-only"
"paper/megajuego.tex","L1069-L1079","th:muestreada","teorema","F convexa diferenciable con gradiente L-Lipschitz y minimizador no vacío; iteración no restringida en espacio euclídeo finito.","Descenso de gradiente determinista sobre el dual; no cubre proyección, ruido ni retardo.","gamma tiene unidad inversa a la curvatura de F; la fuente la trata sin escala física.","COMPLETE","Cocoercividad de gradiente convexo L-suave; punto fijo de Krasnoselskii-Mann.","Con restricciones de signo en precios se requiere proyección; con gradiente solo localmente Lipschitz la conclusión no aplica.","NONE","NONE","CANDIDATE","El resultado estándar es correcto en su dominio, pero no prueba la iteración distribuida o proyectada implementable del TFM.","formal_audit_a","PAPER-FR-0021-th:muestreada","Versión muestreada","monograph-candidate"
"paper/megajuego.tex","L1100-L1110","th:dwell","teorema","Histéresis por mejora y una cota derivativa para Delta_i; la prueba solo analiza la reversión d a d' y no conmutaciones a terceros modos.","Sistema híbrido con más de dos acciones discretas y funciones de ganancia que cambian tras cada salto.","epsilon_sw en utilidad y L_sw en utilidad/s; el cociente está en s.","INVALID","eq:histeresis; th:smallgain.","Con tres modos, el agente puede conmutar d0->d1 y enseguida d1->d2 si ambas ventajas ya superan el umbral; Delta de la segunda transición no debe recorrer 2 epsilon.","NONE","NONE","REJECT","La cota solo sirve para una reversión binaria con una señal continua común; no acota dos conmutaciones consecutivas generales ni excluye Zenón.","formal_audit_a","PAPER-FR-0022-th:dwell","Tiempo de permanencia mínimo","archive-only"
"paper/megajuego.tex","L1199-L1216","th:descomposicion","teorema","Define el óptimo relajado estimado sobre otro mapa que los óptimos entero y alcanzable; luego usa una cadena de inclusión que presupone un solo mapa.","Cuatro problemas de optimización potencialmente con conjuntos factibles distintos.","Todos los J deben compartir unidad; eso sí es coherente.","CONTRADICTED_IN_SOURCE","Definiciones J_rel, J_hat_rel, J_IP, J_C; obs:descomposicion-mapa.","La propia observación L1228-L1239 indica que Delta_int puede ser negativo cuando se mezclan mapas, contradiciendo el teorema.","NONE","NONE","REJECT","La identidad telescópica vale, pero la no negatividad de tres términos es falsa con las definiciones publicadas.","formal_audit_a","PAPER-FR-0023-th:descomposicion","Descomposición exacta en cuatro términos","archive-only"
"paper/sec_alcance.tex","L136-L151","pr:composiciones","proposicion","Caracterización abstracta (sigma,Gamma); la segunda parte no define positividad del sistema, puertos ni condiciones de la composición no lineal.","Sistemas delta-disipativos; salida escalada o entrada encapsulada.","El reescalado de la matriz de suministro es formal; no se fijan unidades de puertos.","ABSENT_AND_UNSUPPORTED","Referencia martinezPiazuelo2025gne; th:smallgain.","Una no linealidad convexa arbitraria no preserva pasividad por sí sola sin monotonicidad/sector y una transformación válida del almacenamiento.","NONE","NONE","REJECT","La primera transformación lineal es plausible, pero la segunda afirmación amplia carece de prueba y de hipótesis suficientes; no puede promoverse como una sola proposición.","formal_audit_a","PAPER-FR-0024-pr:composiciones","Dos composiciones que conservan la disipatividad","archive-only"
"paper/sec_alcance.tex","L226-L236","th:saltos","teorema","K simétrica definida positiva con espectro en [mu,L]; grafo de dispersión fijo; producto por K cuesta una ronda.","Aproximación polinómica de la inversa de una matriz SPD por serie geométrica truncada.","gamma K debe ser adimensional; la cota tiene unidad de K^{-1}.","ABSENT_BUT_DERIVABLE","Serie de Neumann; radio espectral rho; dependencia por potencias del grafo.","Si K no es SPD o los bloques diagonales/locales se cuentan como rondas distintas, la cota/alcance no se transfiere.","NONE","NONE","CANDIDATE","La desigualdad se obtiene de K^{-1}-p_h=K^{-1}(I-gamma K)^{h+1}, pero la fuente no incluye esa prueba ni evidencia enlazada.","formal_audit_a","PAPER-FR-0025-th:saltos","Inversión local y alcance de dependencia","monograph-candidate"
"paper/sec_alcance.tex","L257-L267","th:intervalo","teorema","Phi mu-fuertemente convexa y z factible; no define epsilon_r como distancia al cono normal ni especifica el conjunto para que la cota constrained sea válida.","Optimización convexa con restricciones sobre conjunto cerrado y convexo.","Gradiente, residual y mu deben escalarse para que el cociente tenga unidad de coste; no se declara.","ABSENT_AND_UNDERDEFINED","Fuerte convexidad; condición de optimalidad variacional.","Un residual proyectado elegido con paso arbitrario no satisface necesariamente gap<=residual^2/(2mu); debe usarse dist(0,grad Phi+N_C(z)).","NONE","NONE","CANDIDATE","La forma es recuperable con un residual subgradiente-normal preciso; como está, no hay prueba ni definición suficiente.","formal_audit_a","PAPER-FR-0026-th:intervalo","Intervalo de optimalidad desde información aproximada","monograph-candidate"
"paper/sec_alcance.tex","L408-L419","pr:dominancia","proposicion","Equilibrio diferenciable, E real y estrictamente dominante por filas con diagonal positiva; gamma>0.","Estabilidad exponencial local de la linealización del ajuste de precios.","gamma E debe tener unidad s^-1; las elasticidades/precios no están escalados en la fuente.","COMPLETE","eq:tatonnement; teorema de Gershgorin.","La condición no implica estabilidad no lineal global; el enunciado se limita correctamente a la linealización.","NONE","NONE","CANDIDATE","El argumento de Gershgorin es correcto y útil, pero falta claim/evidencia y una definición dimensional de las elasticidades.","formal_audit_a","PAPER-FR-0027-pr:dominancia","Dominancia diagonal y estabilidad de precios","monograph-candidate"
"paper/sec_autoridad.tex","L21-L42","th:autoridad","teorema","Régimen interior del QP y regularización positiva; presupone solución no restringida en coordenadas singulares.","Ridge/Tikhonov congelado por dirección singular; no cubre cono/caja activos.","sigma^2 y epsilon_lambda deben tener igual escala; tilde e_j debe ser la coordenada de U^T Q^{1/2}W, no el vector sin transformar.","PARTIAL","eq:qp; eq:escalar; SVD de Q^{1/2}G.","Con restricciones activas la rotación V no separa el conjunto admisible; con demanda fuera de im(A) queda un residual ortogonal ausente del enunciado.","NONE","NONE","CANDIDATE","Las fórmulas escalares son correctas para el problema no restringido, pero la transformación y el residual completo deben corregirse.","formal_audit_a","PAPER-FR-0028-th:autoridad","Degradación de autoridad","monograph-candidate"
"paper/sec_autoridad.tex","L85-L95","th:actuador-adicional","teorema","K simétrica definida positiva, c>0 y canal rank-one b; demanda fija.","Valor cuadrático de un reparto lineal sin restricciones activas.","K, b, c y d requieren una parametrización consistente para que V sea coste; la identidad algebraica es homogénea.","COMPLETE","Fórmula de Sherman-Morrison.","Si K es singular o el actuador trae restricciones/acoplamientos adicionales, la actualización rank-one no describe el problema.","NONE","NONE","CANDIDATE","La identidad es correcta y ofrece valor marginal exacto, pero carece de claim y de vínculo con el certificado físico canónico.","formal_audit_a","PAPER-FR-0029-th:actuador-adicional","Valor exacto de un actuador adicional","monograph-candidate"
"paper/sec_autoridad.tex","L162-L174","co:guarda","corolario","Régimen singular interior; requiere rango fila completo y que todas las componentes de demanda estén en las direcciones singulares controladas.","QP ridge no restringido; no cubre contactos/actuadores activos.","sigma_min y sqrt(epsilon_lambda) son comparables solo tras normalización de A y del coste.","PARTIAL","th:autoridad; SVD de Q^{1/2}G.","Si A es 3x2 de rango columna completo, sigma_min>0 puede pasar la guarda aunque exista una dirección de wrench no actuada con residual relativo uno.","NONE","NONE","CANDIDATE","La cota por dirección es válida con rango fila completo, pero el enunciado omite esa condición y sobregeneraliza el residual global.","formal_audit_a","PAPER-FR-0030-co:guarda","La guarda de autoridad se acopla a la regularización","monograph-candidate"
"paper/sec_cfrd.tex","L12-L22","le:barrera-unilateral","lema","Dos cargas ya cubiertas; coste ordenado lexicográficamente después del déficit; intercambio simultáneo factible.","Asignación atómica con una capacidad aditiva escalar.","Capacidades y demandas comparten unidad; coste es una segunda componente separada del orden lexicográfico.","COMPLETE","Definición de cobertura y mérito lexicográfico.","Si el mérito usa suma ponderada en vez de prioridad lexicográfica, una mejora individual de coste podría compensar déficit; está fuera de la premisa.","NONE","NONE","CANDIDATE","El testigo bilateral es correcto, pero no está enlazado a un claim ni extiende por sí solo el resultado heterogéneo completo.","formal_audit_a","PAPER-FR-0031-le:barrera-unilateral","Barrera unilateral y escape bilateral","monograph-candidate"
"paper/sec_cfrd.tex","L48-L55","pr:composicion-disjunta","proposicion","Fase/versiones comunes y soportes de robots y cargas disjuntos; examen completo de candidatos al terminar.","Juego atómico finito con criterio lexicográfico aditivo.","Déficit y coste se mantienen como componentes con unidades separadas.","COMPLETE","th:potencial; grafo de conflictos; C-SP1-N4-DMIS-TX.","Compartir una carga rompe la aditividad por la parte positiva del déficit; la versión activa ya explicita esa frontera.","C-SP1-N4-DMIS-TX","src/viu_mrob_tfm/sp1_n4/geo_qpg.py; tests/test_sp1_n4.py; scripts/results/sp1_levels/n4_v2/processed/","DUPLICATE","La proposición activa demuestra la misma composición con condiciones de fase y versión más precisas y evidencia pareada.","formal_audit_a","PAPER-FR-0032-pr:composicion-disjunta","Composición de propuestas disjuntas","existing-active-claim"
"paper/sec_cfrd.tex","L70-L76","th:compatibilidad-completa","teorema","h>=3, h tareas y pivotes, anclas fijas, h recursos binarios y exclusividad un pivote-una tarea.","Fibra de asignaciones factibles por cobertura componente a componente; compatibilidad física total separada de capacidad.","Recursos binarios adimensionales.","COMPLETE","Ciclo bipartito C_{2h}; emparejamientos perfectos.","Eliminar exclusividad o permitir déficit transitorio conecta la fibra; bajo las premisas el ciclo tiene exactamente dos matchings.","NONE","NONE","CANDIDATE","La construcción es sólida y no trivial, pero necesita claim propio, test automatizado y aclarar el papel de los anclajes antes de promoción.","formal_audit_a","PAPER-FR-0033-th:compatibilidad-completa","Compatibilidad completa no implica reconfigurabilidad por pares","monograph-candidate"
"paper/sec_cfrd.tex","L146-L153","pr:reparacion-ranuras","proposicion","Ranuras unitarias, matching uno-a-uno residual y un AMR libre alcanzable; todos los cambios tienen coste unitario.","Reparación de matching bipartito tras una sola ranura vacía.","Número de reasignaciones es conteo; complejidad en vértices/aristas.","COMPLETE_WITH_WORDING_GAP","Teoría de caminos aumentantes; BFS.","Con costes heterogéneos o varias ranuras vacías, el camino más corto no minimiza necesariamente el recurso deseado.","NONE","NONE","CANDIDATE","El método es estándar y correcto, aunque longitud de camino y número de AMR reasignados deben distinguirse explícitamente.","formal_audit_a","PAPER-FR-0034-pr:reparacion-ranuras","Reparación por ranuras con recurso mínimo","monograph-candidate"
"paper/sec_cfrd.tex","L163-L172","th:mohr","teorema","Una tarea con m requisitos binarios, AMR-conjuntos y presupuesto cardinal h.","Problema de decisión equivalente a Set Cover; parametrización por tamaño de coalición.","Adimensional/discreto.","PARTIAL","Karp 1972 verificado para NP-dureza; Downey 2013 no consta en el ledger para W[2]; aproximación voraz H_m.","La reducción uno-a-uno sí prueba NP-completitud; las afirmaciones W[2] y de aproximación dependen de fuentes no auditadas en el ledger.","NONE","NONE","CANDIDATE","La parte NP-completa está demostrada; no se promueve el teorema compuesto hasta verificar y citar las dos extensiones adicionales.","formal_audit_a","PAPER-FR-0035-th:mohr","La reparación heterogénea mínima es NP-completa","monograph-candidate"
"paper/sec_cfrd.tex","L197-L208","pr:hoeffding","proposicion","Decisiones de robots independientes; contribuciones acotadas y conjunto finito Z; delta en (0,1).","Cierre aleatorio independiente de un perfil continuo con múltiples recursos; dependencia entre recursos permitida.","a e Y comparten unidad de recurso; log(|Z|/delta) adimensional.","COMPLETE","Desigualdad de Hoeffding; cota de unión.","Correlación entre decisiones de robots invalida Hoeffding con esa suma de rangos; la unión no exige independencia entre recursos.","NONE","NONE","CANDIDATE","La prueba es correcta, pero falta enlazar el supuesto de independencia a un cierre implementado y registrar la fuente primaria.","formal_audit_a","PAPER-FR-0036-pr:hoeffding","Estrechamiento probabilístico continuo-atómico","monograph-candidate"
"paper/sec_cfrd.tex","L233-L241","pr:implementabilidad-tu","proposicion","Utilidad cuasilineal, transferencias sin fricción y presupuesto equilibrado; pesos estrictamente positivos.","Coalición finita y superávit transferible g.","d, theta, s y g comparten unidad de utilidad; log s requiere una escala de referencia que no se declara.","COMPLETE_WITH_UNIT_GAP","Suma de utilidades; KKT del Nash bargaining ponderado.","Con restricciones individuales a transferencias o s_i>=outside-option positivo, g>0 puede no bastar.","NONE","NONE","CANDIDATE","La equivalencia de superávit es correcta bajo TU; la parte logarítmica necesita normalización y no modela pagos permitidos en la flota.","formal_audit_a","PAPER-FR-0037-pr:implementabilidad-tu","Implementabilidad con presupuesto equilibrado","monograph-candidate"
"paper/sec_cfrd.tex","L249-L256","co:fuerte-tu","corolario","Toda coalición de tamaño <=h puede redistribuir exactamente el cambio de potencial y no hay restricciones de transferencia.","Equilibrio fuerte h-local con utilidad transferible.","Ganancia de potencial y cambios de utilidad deben estar en la misma unidad.","DERIVED","pr:implementabilidad-tu; definición de equilibrio fuerte.","Si la suma de cambios individuales no coincide con la ganancia de potencial, el iff no sigue; el enunciado lo presupone de forma implícita.","NONE","NONE","CANDIDATE","Es válido bajo una hipótesis TU fuerte, pero esa hipótesis no está conectada con el mecanismo AMR ni con evidencia.","formal_audit_a","PAPER-FR-0038-co:fuerte-tu","Equilibrio fuerte de orden h con transferencias","monograph-candidate"
"paper/sec_cfrd.tex","L269-L277","pr:guarda-ganancia","proposicion","Cota uniforme certificada |hat g-g| y constantes Lipschitz válidas en el dominio; eta no negativa.","Aceptación de bloques con estadísticas locales imperfectas.","Cada L por error debe producir utilidad; la suma y eta comparten unidad con g.","COMPLETE_GIVEN_BOUND","Cotas del estimador; desigualdad triangular.","Si las cotas de error no son simultáneas o son probabilísticas, la monotonía determinista deja de seguir.","NONE","NONE","CANDIDATE","La inferencia es correcta condicionada a una envolvente que el corpus no calcula ni enlaza a una campaña.","formal_audit_a","PAPER-FR-0039-pr:guarda-ganancia","Aceptar solo lo que sobrevive al error","monograph-candidate"
