source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination
"paper/sec_multiclase.tex","L269-L277","pr:arrendamiento","proposicion","Versiones enteras y expiración; faltan serialización, compare-and-swap, autoridad única o quórum que haga atómico el commit.","Arrendamiento distribuido de un recurso único bajo mensajes concurrentes y potencialmente retrasados.","nu_z es un entero y t_exp tiene unidad de tiempo; propietario es un identificador.","INVALID","estado del recurso; orden de versiones; semántica no definida de commit concurrente.","Dos solicitantes observan simultáneamente la versión v expirada y ambos confirman propietarios distintos con versión v+1. Ningún mensaje es antiguo y las tres condiciones se cumplen localmente.","NONE","NONE","REJECT","El incremento estricto de versión no arbitra dos commits concurrentes basados en la misma versión; la inducción presupone la exclusión que intenta demostrar.","formal_audit_c","PAPER-FR-0111-pr:arrendamiento","Invariante de un arrendamiento versionado","archive-only"
"paper/sec_multiclase.tex","L287-L294","pr:exclusion-no-vivacidad","proposicion","Recursos unitarios, retención mientras se espera y posibilidad de renovar los arrendamientos; la ejecución mantiene propietarios únicos.","Sistema de dos coaliciones y dos recursos; demuestra existencia de bloqueo, no inevitabilidad ni probabilidad.","No intervienen magnitudes físicas; propiedad lógica y duración potencialmente infinita.","COMPLETE","PAPER-FR-0111-pr:arrendamiento como contrato pretendido de exclusión; grafo de espera.","Si los arrendamientos no pueden renovarse mientras se espera o hay expropiación, el bloqueo se rompe; eso cambia la premisa, no el contraejemplo.","NONE","NONE","CANDIDATE","El testigo de retención cruzada separa correctamente exclusión y vivacidad, aun cuando el protocolo de arrendamiento precedente necesite reparación.","formal_audit_c","PAPER-FR-0112-pr:exclusion-no-vivacidad","Exclusión no implica vivacidad","monograph-candidate"
"paper/sec_multiclase.tex","L296-L303","th:ciclo-espera","teorema","Conjunto finito cerrado; cada coalición bloqueada espera un recurso único retenido por otra del conjunto; retención, no expropiación y liberación solo al completar.","Grafo de espera de recursos de instancia única; no cubre múltiples instancias, abortos, expiración forzada ni recuperación.","Resultado combinatorio sin unidad; persistencia se mide sobre tiempo o pasos pero no se acota.","COMPLETE","definición de grafo de espera; principio de que todo digrafo finito con grado saliente al menos uno contiene ciclo.","Un ciclo transitorio no basta; si hay timeout, expropiación o liberación al esperar, desaparece la persistencia requerida.","NONE","NONE","CANDIDATE","La prueba de necesidad y suficiencia bajo persistencia es correcta y autocontenida, pero es un resultado clásico sin claim ni evidencia vinculada.","formal_audit_c","PAPER-FR-0113-th:ciclo-espera","Ciclo de espera e interbloqueo","monograph-candidate"
"paper/sec_multiclase.tex","L326-L338","pr:potencial-afin-ponderado","proposicion","N y E finitos, pesos positivos, estrategias como subconjuntos finitos y latencias afines no negativas; revisiones unilaterales estrictas.","Juego de congestión atómico ponderado afín; no cubre latencias no lineales ni propuestas simultáneas.","w_i y y_e son capacidad; a_e es tiempo/capacidad, b_e tiempo; costes y potencial tienen capacidad por tiempo.","COMPLETE","definición de y_e y C_i; identidad separable por recurso; finitud del espacio de perfiles.","Una latencia cuadrática con pesos desiguales no conserva en general este potencial exacto; la fuente delimita esa frontera.","NONE","NONE","CANDIDATE","La variación al entrar o salir coincide con el coste individual y prueba potencial exacto y terminación finita; falta enlazarlo al problema y evidencia canónicos.","formal_audit_c","PAPER-FR-0114-pr:potencial-afin-ponderado","Juego atómico ponderado afín","monograph-candidate"
"paper/sec_multiclase.tex","L364-L373","le:minkowski","lema","Huellas compactas referidas a sus centros, orientación congelada y colisión definida por intersección; obstáculos tratados como conjuntos cerrados cuando se usa margen.","Espacio de configuración traslacional y colisión entre conjuntos; no cubre rotación durante el movimiento.","Posiciones y radios en m; sumas de Minkowski conservan la unidad espacial.","COMPLETE","definición de traslación de huella; suma de Minkowski; complemento del conjunto de colisión.","Al variar orientación, el obstáculo de configuración cambia y una única huella congelada deja de ser suficiente; no contradice el lema acotado.","NONE","NONE","CANDIDATE","Las equivalencias de colisión y la monotonía por inclusión están demostradas correctamente, pero no tienen claim ni prueba automatizada en el spine.","formal_audit_c","PAPER-FR-0115-le:minkowski","Obstáculo de configuración y obstáculo relativo","monograph-candidate"
"paper/sec_multiclase.tex","L381-L389","pr:certificado-despeje","proposicion","Huella contenida en un disco centrado en p, distancia estricta a un obstáculo y validez de la cota para todo instante de la curva.","Movimiento traslacional de una huella extensa y contraejemplo de corredor; orientación queda absorbida solo si el disco circunscrito vale uniformemente.","R_c, d_safe, ancho y distancias están en m.","COMPLETE","PAPER-FR-0115-le:minkowski; desigualdad triangular para distancia a conjuntos.","Si la condición se comprueba solo en nodos o muestras, puede haber intrusión entre ellos; un corredor de ancho menor que 2R exhibe el falso positivo puntual.","NONE","NONE","CANDIDATE","La prueba directa y el contraejemplo son válidos bajo el disco circunscrito uniforme, pero falta trazar la condición temporal a una guarda ejecutada.","formal_audit_c","PAPER-FR-0116-pr:certificado-despeje","Certificado de despeje y su contraejemplo mínimo","monograph-candidate"
"paper/sec_multiclase.tex","L410-L417","le:caminos-independientes","lema","SOC debe sumar longitudes o costes no negativos comparables, esperas incluidas, y d_c ser el mínimo individual en el mismo grafo.","Planificación multiagente discreta o muestreada; la última condición incorpora radios físicos sobre trayectorias sincronizadas.","d_c y SOC son longitud o coste homogéneo; posiciones y radios están en m.","COMPLETE_WITH_GAPS","definición de SOC; caminos individuales mínimos; criterio geométrico de colisión.","Dos rutas mínimas pueden compartir vértice o arista en el mismo instante, de modo que alcanzar la cota independiente no certifica factibilidad. Centros distintos con distancia menor que R_i+R_j también colisionan.","NONE","NONE","CANDIDATE","La cota inferior es inmediata, pero la fuente no fija la convención de SOC ni aporta un testigo explícito para la frase sobre igualdad.","formal_audit_c","PAPER-FR-0117-le:caminos-independientes","Cota de caminos independientes y su límite","monograph-candidate"
"paper/sec_multiclase.tex","L419-L427","pr:prioridad-incompleta","proposicion","Orden fijo, planificación secuencial y reserva permanente del objetivo del agente de mayor prioridad; se permiten esperas antes de entrar.","MAPF puntual en un grafo T de cuatro celdas; no prueba incompletitud de toda planificación priorizada con backtracking o liberación de metas.","Tiempo en pasos y ocupación binaria de nodos; no intervienen unidades físicas.","COMPLETE_WITH_GAPS","convención de reserva de trayectoria y objetivo; grafo ell-c-r y u-c.","Si la meta c se libera después de llegar o el planificador puede revisar la trayectoria del agente 1, la instancia deja de bloquearse; la premisa debe explicitar reserva permanente.","NONE","NONE","CANDIDATE","El contraejemplo es válido para la variante fijada, pero el título y enunciado son demasiado amplios sin declarar su política de metas.","formal_audit_c","PAPER-FR-0118-pr:prioridad-incompleta","La planificación por prioridades no es completa","monograph-candidate"
"paper/sec_nucleo.tex","L55-L66","th:N-precios","teorema","Q definida positiva, H=GQ^-1G^T semidefinida positiva, alpha y d_p positivos, w constante y precios no proyectados.","Sistema lineal continuo de reparto/precios con todos los agregados exactos; no cubre restricciones de signo, saturación ni red.","La fuente no asigna unidades a alpha, d_p, p, w y H; alpha H+d_p I debe tener unidad s^-1 y el residual la de w.","COMPLETE_WITH_UNIT_GAP","eq:N-precio; lambda(p)=Q^-1G^T p; espectro de H.","Con d_p=0 y H singular no hay estabilidad exponencial ni inversa única; el teorema sí excluye ese caso mediante d_p>0.","NONE","NONE","CANDIDATE","El reposo, residual y jacobiano se derivan exactamente, pero faltan escalas físicas, proyección de precios y un enlace claim-evidencia.","formal_audit_c","PAPER-FR-0119-th:N-precios","Reposo de la red de precios y error de vaciado","monograph-candidate"
"paper/sec_nucleo.tex","L74-L81","th:N-ventana","teorema","Hereda H semidefinida positiva, alpha y d_p positivos; Euler explícito con paso constante y convergencia exigida para todo estado inicial.","Discretización de un sistema lineal simétrico estable; no cubre retardos, proyección, red ni H variable.","h está en s y alpha lambda(H)+d_p debe estar en s^-1; esas unidades no se declaran en la fuente.","COMPLETE_WITH_UNIT_GAP","PAPER-FR-0119-th:N-precios; espectro de alpha H+d_p I; Euler explícito.","En el borde h=2/lambda_max aparece un modo de módulo uno; por encima diverge. Si la matriz deja de ser simétrica, la sola lambda_max no basta.","NONE","NONE","CANDIDATE","La condición necesaria y suficiente es correcta para la matriz simétrica declarada, pero requiere normalización/unidades y evidencia reproducible antes de migrar.","formal_audit_c","PAPER-FR-0120-th:N-ventana","Ventana de paso del ajuste discreto","monograph-candidate"
"paper/sec_nucleo.tex","L93-L103","th:N-logit","teorema","Solo declara un Nash interior; faltan aislamiento del equilibrio, invertibilidad de la matriz KKT bordeada y selección de una rama suave única de reposos logit.","Juego poblacional afín sobre simplex; puede haber un continuo de Nash y múltiples ramas de reposo.","A, B, fitness y mu tienen unidad de utilidad; beta es utilidad inversa; delta tiene la unidad adimensional de x por utilidad si no se normaliza.","INVALID","condición de reposo logit; teorema de la función implícita no invocado; matriz KKT bordeada.","Con B=0 y A constante, todo x interior es Nash, pero el único reposo logit es uniforme. Elegir un x* interior no uniforme contradice x_beta->x* y la matriz bordeada es singular.","NONE","NONE","REJECT","La expansión local es recuperable para un equilibrio regular aislado, pero el teorema es falso con las hipótesis escritas.","formal_audit_c","PAPER-FR-0121-th:N-logit","Reposo del logit: primer orden en $1/\beta$","archive-only"
"paper/sec_nucleo.tex","L116-L129","th:N-ciervo","teorema","Requiere 1<=r*<=n, B>0, c+w entre 0 y B, jugadores independientes con creencia común p y pagos exactamente especificados.","Juego binario simétrico de umbral; la aproximación normal no cubre colas extremas ni N pequeño sin error cuantificado.","B, c y w son utilidad; p y z son adimensionales; n y r* son conteos.","INCOMPLETE","PAPER-FR-0134-pr:caza-ciervo; cola binomial; aproximación normal con corrección de continuidad.","Si c+w>=B no existe raíz interior y si r*>n la cola es cero. Aun en el dominio regular, la aproximación normal se presenta sin cota de error.","NONE","NONE","CANDIDATE","La ecuación exacta de indiferencia y la corrección de continuidad son plausibles, pero faltan existencia, unicidad, derivación y control del error de aproximación.","formal_audit_c","PAPER-FR-0122-th:N-ciervo","Creencia crítica de la caza del ciervo","monograph-candidate"
"paper/sec_nucleo.tex","L142-L148","th:N-nucleo","teorema","Juego simple de umbral con B positivo, gran coalición ganadora y capacidades iguales en el inciso i; imputaciones transferibles.","Juego cooperativo de función característica; no cubre externalidades entre coaliciones ni función de partición.","B y los pagos tienen unidad de utilidad; kappa y el umbral deben compartir unidad.","COMPLETE_WITH_GAPS","definición del núcleo; caracterización clásica por jugador con veto; fórmula de Shapley.","Con valores dependientes de rutas o de la partición, el mismo conjunto S cambia de valor y ninguna conclusión se transfiere; la fuente lo reconoce en sec_standby.","NONE","NONE","CANDIDATE","Los dos incisos son correctos para el juego simple, pero la prueba delega la caracterización del núcleo y carece de cita/evidencia canónica propia.","formal_audit_c","PAPER-FR-0123-th:N-nucleo","Núcleo y valor de Shapley del juego de umbral","monograph-candidate"
"paper/sec_nucleo.tex","L161-L169","th:N-prima","teorema","Resume un modelo de reserva con p creciente y cóncava, equilibrio interior único y parámetros homogéneos, pero no los declara en este enunciado.","Bien público continuo de reserva; no cubre heterogeneidad de misiones ni fronteras s=0 o s=1.","B, R y c son utilidad o coste por tiempo según el modelo; s y epsilon son adimensionales.","ABSENT_AND_UNDERDEFINED","PAPER-FR-0137-th:subprovision; PAPER-FR-0138-th:prima.","Los casos lineales o con solución de frontera rompen la unicidad y el exceso porcentual no se deduce sin el modelo completo.","NONE","NONE","DUPLICATE","Es un resumen sin prueba de la condición de prima ya enunciada y desarrollada en sec_standby; no constituye otro resultado formal.","formal_audit_c","PAPER-FR-0124-th:N-prima","Premio de reserva que implementa el óptimo","archive-only"
"paper/sec_operacion.tex","L25-L33","pr:caudal","proposicion","Medidas de ocupación estacionarias finitas, duraciones esperadas positivas, recompensas y consumos esperados, y política admisible que induce un límite ocupacional.","Proceso semi-Markov finito; sin unichain el LP sigue siendo cota pero puede no ser alcanzable desde un estado inicial dado.","q tiene unidad 1/s, tau s, r entregas por ejecución y el objetivo entregas/s; restricciones de recurso deben usar coeficientes compatibles.","COMPLETE_WITH_GAPS","eq:ocupacion; balance estacionario; supuesto s:unichain y contraejemplo multichain posteriores.","Una clase recurrente buena inaccesible desde el estado inicial permite que el LP concentre allí masa y sobreestime el caudal alcanzable; la fuente conserva el valor solo como cota.","NONE","NONE","CANDIDATE","La linealidad y la cota superior están probadas, pero el enunciado debería separar valor del LP, alcanzabilidad y dependencia del estado inicial.","formal_audit_c","PAPER-FR-0125-pr:caudal","Caudal como programa lineal","monograph-candidate"
"paper/sec_operacion.tex","L121-L132","pr:sesgo","proposicion","Cadena de Markov finita, unichain y aperiódica, recompensa por paso y horizonte en pasos; la fuente la identifica indebidamente con el caudal semi-Markov de duraciones variables.","Descomposición ganancia-sesgo de una cadena discreta; no vale con el mismo Poisson para tiempos de permanencia desiguales.","g debe ser recompensa/paso para que gT tenga unidad de recompensa; el caudal previo es recompensa/s y requiere horizonte temporal y el término r-g tau.","INVALID","s:unichain; ecuación de Poisson; pr:caudal semi-Markov.","En un único estado con recompensa 1 y duración 2, el caudal es 1/2, pero (I-P+Pi)h=r-g1 fuerza h=1/2 y Pi h=0 simultáneamente, lo cual es imposible.","NONE","NONE","REJECT","La fórmula es estándar en tiempo discreto, pero como está enlazada a un modelo semi-Markov y a su caudal mezcla unidades y usa el Poisson incorrecto.","formal_audit_c","PAPER-FR-0126-pr:sesgo","Ganancia y sesgo","archive-only"
"paper/sec_operacion.tex","L172-L186","pr:ocupacion-absorbente","proposicion","LP primal factible y acotado, estados terminales fuera de los balances, ocupación esperada finita y existencia de óptimos primal y dual.","Proceso absorbente de coste total esperado; políticas impropias o ciclos de coste no positivo pueden destruir finitud o acotación.","m cuenta ejecuciones esperadas, c coste/ejecución, nu masa inicial y V coste esperado; A_V tiene unidad de coste.","COMPLETE_WITH_GAPS","balance Bm=nu; dualidad lineal fuerte; holgura complementaria; residual de Bellman.","Si una política puede evitar la absorción indefinidamente con coste cero, la ocupación puede ser infinita y la recuperación de política requiere tratamiento adicional.","NONE","NONE","CANDIDATE","El dual y el coste reducido son correctos bajo properness y dualidad fuerte, pero esos supuestos no aparecen en el enunciado y no hay claim enlazado.","formal_audit_c","PAPER-FR-0127-pr:ocupacion-absorbente","Ocupación absorbente, precios de estado y coste reducido","monograph-candidate"
"paper/sec_operacion.tex","L244-L258","pr:bateria","proposicion","Sin regeneración, eficiencias positivas y conocidas, potencia auxiliar y pérdidas no negativas, telemetría de par y velocidad disponible.","Modelo contable aproximado de energía de batería y regla de reserva en línea; no es una ley derivada ni identifica una batería real.","Potencias en W, tau omega en W, eficiencia adimensional, energía en J o Wh con conversión temporal explícita pendiente.","TAUTOLOGICAL_WITH_UNSUPPORTED_EXTENSIONS","definición elegida de P_bat; balance dot(E)=-P; política de admisión por reserva.","Motores con regeneración, consumo bidireccional del inversor o eficiencias dependientes del punto de trabajo requieren otro modelo. La desigualdad no garantiza por sí sola retorno seguro.","NONE","NONE","NOT_FORMAL","Es una definición de presupuesto energético útil, pero no una proposición demostrada y la recomendación de comprobarla en línea no se sigue como garantía de seguridad.","formal_audit_c","PAPER-FR-0128-pr:bateria","Batería sin regeneración y reserva en línea","background-only"
"paper/sec_operacion.tex","L386-L400","th:gibbs","teorema","Espacio finito, propuestas con reverso bien definido, aceptación Metropolis-Hastings, irreducibilidad para unicidad y beta positiva.","Cadena de Markov asíncrona sobre configuraciones discretas; no describe logit puro sin corrección ni tiempo de mezcla.","Psi es coste/utilidad normalizada, beta su inversa y pi una probabilidad adimensional.","COMPLETE_WITH_GAPS","potencial exacto; kernel de propuesta q; balance detallado; función de partición Z.","Si q(sigma'|sigma)>0 pero q(sigma|sigma')=0 o el catálogo no es irreducible, la fórmula requiere tratar la arista y la estacionaria puede no ser única.","NONE","NONE","CANDIDATE","La prueba de balance detallado es estándar y correcta con soporte bidireccional; faltan declarar esas condiciones y enlazar una implementación real.","formal_audit_c","PAPER-FR-0129-th:gibbs","Distribución estacionaria de Gibbs","monograph-candidate"
"paper/sec_operacion.tex","L462-L471","pr:nash-perturbado","proposicion","Protocolos de revisión bien definidos, payoff continuo y simplex invariante; la equivalencia exacta depende de la clase concreta, no solo de ejemplos como Smith o logit.","Dinámicas evolutivas de población; no cubre automáticamente juegos con restricciones acopladas ni ejecución digital.","Payoff y perturbación deben compartir unidad de utilidad; x es adimensional.","ABSENT_AND_UNDERDEFINED","definiciones de Nash stationarity, pairwise comparison, separable excess payoff y perturbed best response; fuente secundaria citada.","Dinámicas imitativas como replicator pueden tener reposos de frontera que no son Nash; por eso la afirmación no puede extenderse a toda comparación por pares sin la clase exacta.","NONE","NONE","CANDIDATE","La distinción conceptual es valiosa, pero el enunciado agrupa familias sin ecuaciones ni prueba y necesita una fuente primaria y condiciones precisas.","formal_audit_c","PAPER-FR-0130-pr:nash-perturbado","Estacionariedad de Nash perturbada","monograph-candidate"
"paper/sec_operacion.tex","L581-L596","th:maxweight","teorema","Colas y servicios no negativos, segundos momentos uniformemente acotados, región compacta, margen interior epsilon y constante de deriva B0 uniforme.","Sistema de colas discreto con servicio máximo aproximado; no cubre restricciones físicas que hagan variar Sigma fuera del modelo congelado.","Q y A son tareas, S tareas/paso, epsilon tareas/paso, B tiene tarea2/paso y la cota de cola queda en tareas tras normalización.","COMPLETE_WITH_GAPS","actualización de cola; deriva cuadrática de Foster-Lyapunov; max-weight; penalización 0<=G<=Gmax.","En la frontera epsilon=0 no se obtiene la cota; si B0 no es uniforme o la política incumple la aproximación aditiva, la estabilidad no se sigue.","NONE","NONE","CANDIDATE","La prueba de deriva es esencialmente correcta, pero B0, la noción exacta de estabilidad y las unidades de G/B necesitan definición y no existe evidencia vinculada.","formal_audit_c","PAPER-FR-0131-th:maxweight","Estabilidad con servicio de peso máximo aproximado","monograph-candidate"
"paper/sec_operacion.tex","L606-L613","pr:imposibilidad-fisica","proposicion","Servicios realizados pertenecen por paso a Sigma_phys, llegadas tienen media lambda y colas obedecen el balance sin descartar trabajo; w es no negativo.","Separación lineal de una tasa de llegada fuera de la envolvente de servicio físico; resultado suficiente, no caracterización sin convexidad/cierre.","w pondera tareas de modo adimensional; lambda y s están en tareas/paso y el producto conserva esa unidad.","COMPLETE_WITH_GAPS","balance de colas; soporte sup_w^T s; telescopado en esperanza o ley fuerte, que debe fijarse.","Si se permite rechazar llegadas, redefinir estabilidad o usar servicio fuera de Sigma_phys, la conclusión cambia. Con igualdad no se demuestra divergencia.","NONE","NONE","CANDIDATE","El argumento de separación y crecimiento lineal es correcto al menos en esperanza, pero debe declarar la noción de estabilidad y la hipótesis probabilística usada.","formal_audit_c","PAPER-FR-0132-pr:imposibilidad-fisica","Imposibilidad fuera de la región física","monograph-candidate"
