"unit_id","path","sha256","temas_ideas_dominantes","paginas_secciones_localizables","sp_scope","solapamiento_thesis_paper","claim_ids","destino","decision","evidencia_faltante","racional"
"SRC-73637cf3b199b2dd","material/compendios/MROB_Lectura_Cruzada_Resultados_Matematicos.pdf","97bc60c76d812dfe3ad22e6bbac43534c297fe52ffc1c5b1451bae93fa22aa81","Crítica de resultados propuestos por Claude; rutas de ruedas; fuerzas internas; barreras; regulación heterogénea; potencial dinámico; coste de información","pp.1-3: alcance y errores de Claude; pp.3-8: puentes ruta-física-wrench-CBF; pp.9-12: valor dinámico y escalabilidad; pp.13-14: ideas no incorporables y experimentos","SP1;SP2;SP3;transversal","Tesis: parcial por límites metodológicos; paper: medio por candidatos de valor dinámico; no es una revisión independiente","","background","candidate","Re-derivación humana/independiente; contraejemplos; dimensionalidad; pruebas automatizadas; ejecución robótica de cada puente; fuentes primarias","P1 negativo: usar como lista de fallos que no deben propagarse. Las aportaciones atribuidas a Claude permanecen ideas, nunca evidencia o autoría científica validada."
"SRC-ed463444c24667b9","material/compendios/MROB_MegaJuego_Cierre_Matematico_Experimental_v4(1).pdf","61ef7831aa83b03ba0cb9ca40f40f63cb01549f791a9edd361d0dbfb6aedfaf8","Cierre MegaJuego; mecánica y fricción; Cargo/caging; GNE; revisiones distribuidas; CBF/small-gain; escalabilidad; campaña integrada","pp.4-17: mecánica, juegos, composición y límites; pp.18-26: campaña, diez AMR y negativos; pp.27-29: pendientes y reproducción","SP1;SP2;SP3;transversal","Tesis: alto temático; paper: alto; M1 amplía y corrige este cierre","","archive-only","superseded","No promover directamente; comprobar cualquier resultado no presente en M1 contra prueba, código y datos originales","Rastro valioso de la versión v4, pero la monografía M1 declara cambios y reparaciones posteriores. Se archiva como antecedente, no como formulación vigente."
"SRC-7ea71387d0d0ab51","material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf","58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93","Modelo electromecánico; Cargo/caging; wrench y precarga; heterogeneidad; SP1 entero; MegaJuego/GNE; EDM-PDM; rutas, temporización y ciclo de vida","pp.11-32: contratos, mecánica y heterogeneidad; pp.33-54: SP1, GNE y cálculo distribuido; pp.55-90: planificación y muestreo; pp.91-167: evidencia, auditorías y anexos","SP1;SP2;SP3;transversal","Tesis: alto en arquitectura y contratos; paper: alto en resultados formales; solapamiento directo de títulos aislados detectado, no equivalencia de contenido","","monograph","candidate","Auditoría formal completa; armonización de notación/unidades; mapeo a claims soportados; verificación de todos los experimentos y citas; eliminación de duplicados internos","P0 documental tras el cierre de la auditoría formal del paper. Es el candidato más completo para rescatar derivaciones extendidas, sin sustituir pruebas requeridas por la tesis."
"SRC-a2ea245c285dfcb3","material/compendios/MROB_MegaJuego_Reparacion_R2.pdf","c90d29152bb9994285e7ab565ee989ca59be07fc395d842de03161a8e982da44","Registro de correcciones: fricción lateral, contacto Cargo/empuje, juego de torque, vGNE, CBF, precedencia, mensajes y escalabilidad","pp.3-5: dominio y reparación de fricción; pp.6-9: juego, restricciones y mensajes; pp.10-15: evidencia, límites y trazabilidad","SP2;transversal","Tesis: medio por delimitaciones físicas; paper: alto como historial de reparación","","background","candidate","Diff explícito contra M1/paper; tests que reproduzcan cada corrección; verificación de trayectorias/márgenes; revisión de unidades y supuestos","P1 como registro de errores corregidos. No copiar formulaciones aisladas; usarlo para comprobar que versiones posteriores no reintroducen fallos."
"SRC-244076e569684db6","material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf","abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066","Pasillo estrecho; negociación de paso; planta; óptimo declarado; cambio causal del camino; medidas y negativos","pp.1-3: resultado, escenario, planta y negociación; pp.4-5: causalidad, métricas y auditorías; p.6: reproducción","SP3","Tesis: alto temático con rutas/reservas; paper: medio con negociación espacio-tiempo","","monograph","candidate","Runner y escena exactos; RAW/config/semillas; definición del óptimo; comparadores; IC y fallos; chequeo de colisión continua","P2. Caso compacto para ilustrar liveness frente a safety si sus artefactos se localizan y regeneran; el PDF solo no respalda el resultado."
"SRC-3ce0e8603d586165","material/compendios/MROB_Profundizacion_Adaptacion_Informacion_MegaJuego (1).pdf","76f7fb38c4336d87ead31c6b75c7adb5e49655490238a650c1cff3ee865232a2","Incertidumbre física; identificación; referencia adaptativa; redes dirigidas; comunicación por eventos; payoff dinámico; negociación/Pareto","pp.3-7: incertidumbre, estimación y no holonomía; pp.7-13: referencias, red y protocolos; pp.13-18: ciclo de almacén, negociación y decisión","SP2;SP3;transversal","Tesis: medio con estimación/red y límites; paper: medio/alto con payoff dinámico; un título solapado exacto no prueba incorporación","","monograph","candidate","Resultados de identificabilidad y robustez; estabilidad del adaptador; ejecución de red dirigida/event-triggered; costes comunicativos; bibliografía verificada","P2. Extensión útil para trabajo futuro y sensibilidad de información; no introducir aprendizaje/adaptación en la contribución primaria sin evidencia propia."
"SRC-cd9898bc6c60eb64","material/compendios/MROB_Simulacion_Python2D_Validacion.pdf","92e5107cedb74d3d233c9cea5605c36beee73f30d2f4a1c0a12014c75b970ef2","Banco Python 2D; Cargo y empuje separados; control, juego y planificación; comprobaciones físicas; SLAM aislado","pp.1-2: escenarios y ecuaciones; p.3: resultados y ensayo SLAM; p.4: pruebas, vídeo y reproducción","SP2;SP3","Tesis: medio con etapas históricas; paper: bajo/medio; posible resumen de artefactos ya consolidados","","monograph","candidate","Resolver rutas de código/datos; configuración y semillas; regeneración limpia; estadística; distinguir integración física de animación/cinemática","P2. Índice de un banco potencialmente reutilizable, sujeto a localizar el generador. No elevar una simulación 2D a prueba de estabilidad o alta fidelidad."
"SRC-3277b8f3372cf0a9","material/compendios/SP1_VIU_corregido_cierre_20260823 (2).pdf","40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc","SP1 N1-N4; cardinalidad, capacidad, integralidad, información vecinal, Geo-QPG, orden h y escala","pp.1-6: N1-N2; pp.7-10: N3; pp.11-21: N4 y resultados; pp.23-27: algoritmos, protocolo y anexos","SP1","Tesis: alto temático con formación; paper: alto con familia atómica/localidad; versión del 26-ago la sucede","","archive-only","superseded","No promover esta edición; si se necesita historial, verificar diff contra la versión del 26-ago y los resultados N1-N4 vigentes","La versión corregida queda reemplazada por la edición con escenario industrial. Se conserva para procedencia y para detectar cambios de cifras o claims."
"SRC-3c311c9ba087b9f3","material/compendios/SP1_VIU_final_con_escenario_industrial_20260826.pdf","d4221d93656b06a3d3dfc703970ea7823b79df9f505964ab1b14a013353f0582","SP1 N1-N4; frontera cardinalidad-capacidad; gap LP/MILP; red; revisiones coalicionales; Geo-QPG; DMIS+TX; escala","pp.2-7: N1-N2; pp.8-11: N3; pp.12-22: N4 y síntesis; pp.24-28: pseudocódigo, protocolos y diagnósticos","SP1","Tesis: alto temático pero el cuerpo actual usa una síntesis distinta; paper: alto con formalización y resultados SP1","","monograph","candidate","Conciliar cifras con claims vigentes y RAW; auditar teoremas/labels; mapear métodos N1-N4 a matriz canónica; verificar bibliografía y anti-AI","P0 para rescatar resultados SP1 extendidos y sus negativos en la monografía. La memoria solo debe recibir síntesis respaldadas, no una inserción del PDF."
"SRC-12aed037161e2ba6","material/compendios/SP2_VIU_DEFINITIVO_DENSO_2026.pdf","c6d5917bb73c2115acc54ba3e8876b2d390ab34ac2fb52954380f9c8a12cd5e7","Planta y envolvente ejecutable; Cargo/empuje; wrench; active set; control diferencial; guarda muestreada; fallo y reserva","pp.1-3: modelo físico y coalición activa; pp.4-6: comparación y resultados; pp.7-9: adaptación, fallo y recuperación; p.9-11: caging y contrato","SP2","Tesis: alto con ejecución Cargo, control y recuperación; paper: medio/alto con wrench y N-1","","monograph","candidate","Vincular cada resultado con campaña; auditar la reducción mecánica y sampled-data; instrumentación física, sensores y saturaciones; IC pareados","P0 para el bloque SP2 extendido, condicionado a la campaña Cargo y a no mezclar el banco de empuje con el soporte bilateral."
"SRC-f91b259d373ab112","material/compendios/SP3 (4).pdf","8c045ddacddd25ab4632b3ab655b7751e69fb7d2c51f461506ba063227bea67b","SP3 N1-N5; huella frente a punto; MAPF/PIBT; PAPR-ST vGNE; WHERE+WHEN; seguridad muestreada; delay; lifelong y colas","pp.8-15: N1-N3; pp.16-23: N4; pp.24-29: N5 y protocolo; pp.32-41: paquete matemático/experimental; pp.42-64: auditoría y anexos","SP3","Tesis: alto con juego de rutas y límites; paper: alto con route-time y resultados formales; variante de 53 páginas muy solapada","","monograph","candidate","Auditoría de T1-T12; correspondencia con código/datos N1-N5; baselines públicos y licencias; estadística confirmatoria; seguridad continua","P0 para SP3 extendido por incluir teoría, experimento y límites en un solo artefacto. Antes de extracción debe compararse sección a sección con la variante madurada."
"SRC-e0424a59343782f0","material/compendios/SP3_matematica_madurada_N1_N5_20260904 (1).pdf","0c396654b2cfcabe4622f9d756001ad15f4f410f01305dd0b145c9d4738cd825","Versión condensada de SP3 N1-N5; PAPR-ST; route-time; vGNE; seguridad entre muestras; red y lifelong","pp.7-14: N1-N3; pp.15-22: N4; pp.23-28: N5; pp.31-40: teoría y experimento; pp.41-53: auditoría/anexos","SP3","Tesis: alto; paper: alto; estructura casi paralela a SP3 (4), sin igualdad byte a byte","","archive-only","duplicate","Hace falta diff semántico contra SP3 (4) para saber si alguna corrección única no está en la versión de 64 páginas","Duplicado temático de otra edición canónica, no duplicado exacto. Se conserva hasta completar el diff; SP3 (4) es el candidato de extracción por su cobertura más amplia."
"SRC-437ad193392af6ac","material/compendios/TFM_MROB_2026_Compendio_Cientifico_v0_2 (1).pdf","b4bd16fad36b266580743ec2297b4a1349f29761dfc6f0a9a57fb1aab7270ab6","Documento vivo v0.1 embebido; suplemento Cargo/empuje; SOTA; Mixed2D; addendum MegaJuego/path planning R5-R10","pp.4-251: bloques heredados; pp.252-272: addendum v0.2 sobre MegaJuego, PAPR-ST, ORCA/PIBT/DMPC, Monte Carlo y claims","SP1;SP2;SP3;transversal","Tesis: alto; paper: alto; la mayor parte duplica el documento vivo, con delta localizable al final","","monograph","candidate","Auditar solo pp.252-272 contra generadores R5-R10; verificar comparadores, licencias y RAW; descartar el bloque heredado al extraer","P1. La única unidad prioritaria es el addendum v0.2; tratar las primeras 251 páginas como contenido ya indexado en fuentes más cercanas."
"SRC-def79cb7b409308f","material/compendios/TFM_MROB_Compendio_Maestro_Exhaustivo_2026.pdf","435b69076174ccd64218532aa07b498143b99ea035d54e48321cfe2e213617b1","Contenedor de mega-paper, dossier matemático, cierre formal, atlas de figuras, datasets y archivo fuente","pp.3-25: mega-paper; pp.26-221: dossier; pp.222-267: cierre; pp.268-309: atlas/datasets; pp.310-553: fuentes","SP1;SP2;SP3;transversal","Tesis: alto; paper: alto; composición de documentos que existen por separado o fueron sucedidos","","archive-only","duplicate","No aplica para promoción directa; cualquier artefacto único debe identificarse por hash y enlazarse a su generador original","Duplicado de contenido a nivel contenedor, no hash duplicado. Mantener como cápsula histórica, pero usar las fuentes unitarias para auditoría y extracción."
"SRC-349e5c0a19e09ffb","material/compendios/TFM_MROB_Compendio_Maestro_TOTAL_Sin_Recortes_2026 (1).pdf","6f881aac7d372b6c1a1fe63015008569f419a550fd2dedf871a49a82390fa71e","Compendio exhaustivo embebido; cierre end-to-end; ciclo ADVERTISE-RECRUIT-APPROACH-FORM-TRANSPORT-RECOVER; mercados de wrench/tráfico","pp.4-556: compendio heredado; pp.557-565: cierre end-to-end; pp.566-581: manual de ciclo de vida; pp.582-604: fuentes posteriores","SP1;SP2;SP3;transversal","Tesis: alto; paper: alto; casi todo es contenedor duplicado, con Partes VII-VIII potencialmente únicas","","monograph","candidate","Auditar solo pp.557-581; demostrar o degradar claims de potencial único/equilibrio móvil; enlazar la campaña end-to-end a RAW; verificar liberación y recuperación","P1 con extracción delta-only. El ciclo de vida puede organizar la monografía, pero no prueba el MegaJuego global ni autoriza mezclar Cargo y caging."
"SRC-62dd677ce03f2814","material/compendios/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf","4b54954dacd6f642eb67e5d4fc5a558340d292ecb888cdb62857ebc2646437a0","Monografía canónica embebida; CFRD; Cargo/empuje; SOTA; Mixed2D; ledgers y agenda","pp.2-8: canon y ledgers; pp.9-209: monografía; pp.210-228: suplemento físico; pp.229-241: SOTA; pp.242-248: Mixed2D","SP1;SP2;SP3;transversal","Tesis: alto; paper: alto; incorporado como bloque base del compendio v0.2 y sucedido por M1/documentos posteriores","","archive-only","superseded","No promover; usar fuentes más recientes y unitarias. Si se rescata Mixed2D, exigir generador, configuración y RAW","Fue un canon intermedio. Conserva trazabilidad histórica, pero el compendio v0.2 y M1 ofrecen deltas posteriores y mejor delimitación."
"SRC-a720062584225555","material/compendios/TFM_MROB_Dossier_Maestro_Handoff_20260830.pdf","e2820a726cbc2a78c067335e4951a0e3e929cab35563e708cf7ceed82f374ff0","Handoff entre LLM; restricciones; evolución de hipótesis; gap; estado SP1; prioridades, riesgos y artefactos","pp.2-4: uso, identidad y restricciones; pp.4-11: evolución, prior art y gap; pp.11-22: SP1, roadmap y riesgos; pp.22-26: inventario y continuidad","transversal","Tesis: medio como historial editorial; paper: bajo; coincide con decisiones luego formalizadas en docs canónicos","","background","candidate","Contrastar cada decisión con charter/requisitos/matriz actuales; verificar toda fuente citada; no usar afirmaciones técnicas sin artefacto primario","P2 como provenance log. Los docs canónicos tienen precedencia; el handoff sirve para explicar por qué se descartaron hipótesis, no como evidencia científica."
"SRC-52bbb326926f1030","material/compendios/TFM_MROB_Dossier_Matematico_Integral_2026.pdf","d64728e0a2a84b059c64d318123f76e620a31ef9633fdb2487a9a23508ba7efe","Compendio formal SP0-SP10; W0-W5-M; MegaJuego multiescala; campañas wrench/N-1; SOTA; red-team y runbook","pp.20-83: problema y resultados formales; pp.84-102: MegaJuego, teoría wrench y método; pp.103-129: experimentos/SOTA/claims; pp.130-195: auditorías y anexos","SP1;SP2;SP3;transversal","Tesis: alto; paper: muy alto, incluidos varios títulos coincidentes; coincidencia de título no certifica prueba ni claim","","monograph","candidate","Cruzar cada resultado con la auditoría semántica de 166 resultados; revisar supuestos/unidades/contraejemplos; enlazar campañas; verificar SOTA y citas","P0 para el mapa formal y de resultados negativos. Extraer solo filas que sobrevivan la auditoría; no volver a introducir teoremas FAIL/LIMITED como garantías globales."
"SRC-1493de2273eb5bd1","material/compendios/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026 (1).pdf","1400ab0e91e7c5fc5604a1dc8d0ba0b8e2c808e183448497aa377ad6bb63e2e9","Borrador VIU completo de 73 páginas; SP1-SP3; metodología; SOTA; resultados formales seleccionados; trazabilidad","pp.8-26: capítulos 1-5; pp.27-60: resultados SP1-SP3; pp.61-67: conclusiones/referencias; pp.68-73: anexos","SP1;SP2;SP3;transversal","Tesis: muy alto y estructural; paper: medio; la pre-thesis vigente es posterior y más estricta en presupuesto/evidencia","","archive-only","superseded","No promover; si se compara, hacerlo por diff de claims, cifras, citas y estructura frente a pre-thesis, no por copia textual","Borrador completo útil como checkpoint editorial. La memoria actual es la fuente de formato/contenido vigente; esta versión queda congelada para detectar regresiones."
"SRC-7ae61b51ea3953ad","material/compendios/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026.pdf","62353a9e0da7ffc31c7c4d76664b0acd6179dabd20db77e522cd4cb451d8d52a","Borrador VIU completo de 68 páginas; misma arquitectura SP1-SP3, formalismos y anexos que la edición de 73 páginas","pp.9-24: capítulos 1-5; pp.25-57: resultados SP1-SP3; pp.58-63: cierre/referencias; pp.64-68: anexos","SP1;SP2;SP3;transversal","Tesis: muy alto; paper: medio; variante casi paralela al PDF de 73 páginas, no idéntica por hash","","archive-only","duplicate","Diff semántico contra la edición de 73 páginas solo si se sospecha una corrección única; no usar ninguna cifra sin generador","Duplicado temático/versionado, no byte-exacto. La edición de 73 páginas es el checkpoint más completo y ambas están superadas por pre-thesis."
"SRC-5accde69f392e98d","material/compendios/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf","06917dd265d06ed68be681ab1ce576c0b55b1a1cafeb071a5d24d05f2186d6dd","MegaPaper: mercado de wrench W0-W5; coaliciones/N-1; MegaGame híbrido; planificación predictiva; economía; control y campañas","pp.1-4: gap y modelo; pp.5-13: mercados, selección, MegaGame y algoritmo; pp.13-17: campañas y discusión; pp.18-23: pruebas, SOTA y trazabilidad","SP1;SP2;SP3;transversal","Tesis: alto; paper: muy alto y probablemente versión exportada/antecesora del corpus LaTeX auditado","","archive-only","superseded","Usar el corpus paper con IDs/hashes y auditoría formal; solo rescatar del PDF una unidad ausente tras diff, con prueba y evidencia propia","El paper fuente es más auditable que este PDF monolítico. Conservar la exportación como referencia visual, no como fuente de verdad formal."
"SRC-517e306d0d8ee15b","material/compendios/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf","325f7580d6f88a301134081ddf6de790914b61ccebb837e067d6247033f655dd","Monografía N1-N5; CFRD; Topology Before Learning; Cargo/wrench; PAPR-ST; lifelong; MegaGame y auditoría","pp.16-90: SP1/CFRD; pp.91-123: física y mercado wrench; pp.124-174: SP3 N1-N5; pp.175-200: ciclo de vida y auditoría","SP1;SP2;SP3;transversal","Tesis: alto; paper: alto; reaparece como Parte A del documento canónico vivo y ha sido sucedida por M1","","archive-only","duplicate","No promover; si se rescata una unidad, comparar primero con M1 y con el atlas formal del paper","Duplicado de contenido a nivel de inclusión, no de archivo: el documento vivo lo embebe. M1 es el candidato monográfico posterior y más amplio."
"SRC-f59dd7c31e663c03","material/compendios/TFM-libro V0.pdf","b345c2e289695cfe6ef1fcb19211b078539f357f1dac51db6ad2873cff402aa2","Clasificación de audio/datos; CRISP-DM; PCA/MFCC; redes neuronales y clasificadores supervisados","pp.12-18: IA y ML; pp.18-34: dataset, CRISP-DM y features; pp.35-43: modelos y conclusiones","out-of-scope","Tesis: ninguno; paper: ninguno; tema ajeno a coordinación AMR y contrario al foco model-based del TFM","","archive-only","out-of-scope","Ninguna para este TFM; solo conservar por propiedad del autor y evitar mezcla accidental de bibliografía o resultados","Trabajo distinto sobre aprendizaje supervisado. No aporta al alcance canónico SP1-SP3 ni debe usarse para completar páginas."
