scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
bar_torque_pure,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,6.381364289674371,6.928361178087132,37.91166523670954,8.0,0.8150266793866953,66.65446779590555,66.70848601219066,-0.054018216285112906,0.0,0.0008097421181181315,3.5,3.5
bar_torque_pure,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,6.381364289674371,6.928361178087132,37.91166523670954,8.0,1.7545666739655037,66.65446779590555,66.70848601219066,-0.054018216285112906,0.0,0.0008097421181181315,3.5,3.5
bar_torque_pure,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,30,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999996,0.0,3.552713678800501e-15,1.0,0.7071067811865472,0.0,0.0,1.0,2.775866554869383,2.9944986142095376,16.407178301804244,8.0,2.467029995750636,66.70848601219066,66.70848601219066,0.0,0.0,0.0,3.5,3.5
long_payload_slots,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.8956963962590856e-16,2.6071548995846706e-16,1.8956963962590856e-16,2.6071548995846706e-16,0.04999999999999981,5.388282412847426e-15,6.868579779014302e-15,1.0,0.5757369737166534,0.0,0.0,1.0,11.357626090906704,8.590948135237545,63.448026155322125,40.0,76.77010999759659,133.33198447383145,133.4004257377192,-0.06844126388772717,0.0,0.0005130641628605261,7.0,7.0
long_payload_slots,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.8574366860503832e-16,2.5306354791672664e-16,1.8574366860503832e-16,2.5306354791672664e-16,0.04999999999999982,5.447494307494102e-15,6.631732200427602e-15,1.0,0.5783706793628117,0.0,0.0,1.0,19.6872022098466,13.190529480377721,109.30721640940142,40.0,0.47659999690949917,133.20909996527715,133.4004257377192,-0.19132577244204374,0.0,0.0014342374496784669,7.0,7.0
long_payload_slots,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.857436686050383e-16,2.530635479167266e-16,1.857436686050383e-16,2.530635479167266e-16,0.04999999999999981,5.447494307494102e-15,6.631732200427602e-15,1.0,0.5754879340166282,0.0,0.0,1.0,11.755322080305849,9.049518113570317,65.87633481613143,40.0,87.42690667277202,133.32599796762827,133.4004257377192,-0.07442777009092083,0.0,0.0005579396989721486,7.0,7.0
long_payload_slots,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.6661381350068713e-16,2.1480383770802423e-16,1.6661381350068713e-16,2.1480383770802423e-16,0.049999999999999836,5.743553780727477e-15,5.447494307494102e-15,1.0,0.5909124625195615,0.0,0.0,1.0,6.706208077007011,3.656979279695143,38.35177219623652,40.0,0.15305000124499202,133.4003496169778,133.4004257377192,-7.612074138971062e-05,0.0,5.705994258076844e-07,7.0,7.0
long_payload_slots,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.6661381350068713e-16,2.1480383770802423e-16,1.6661381350068713e-16,2.1480383770802423e-16,0.049999999999999836,5.743553780727477e-15,5.447494307494102e-15,1.0,0.5909124625195615,0.0,0.0,1.0,6.706208077007011,3.656979279695143,38.35177219623652,40.0,108.66403999195124,133.4003496169778,133.4004257377192,-7.612074138971062e-05,0.0,5.705994258076844e-07,7.0,7.0
long_payload_slots,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.8956963962590856e-16,2.6071548995846706e-16,1.8956963962590856e-16,2.6071548995846706e-16,0.04999999999999981,5.388282412847426e-15,6.868579779014302e-15,1.0,0.5757369737166534,0.0,0.0,1.0,11.357626090906704,8.590948135237545,63.448026155322125,40.0,76.354123345421,133.33198447383145,133.4004257377192,-0.06844126388772717,0.0,0.0005130641628605261,7.0,7.0
long_payload_slots,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.857436686050383e-16,2.530635479167266e-16,1.857436686050383e-16,2.530635479167266e-16,0.04999999999999981,5.447494307494102e-15,6.631732200427602e-15,1.0,0.5754879340166282,0.0,0.0,1.0,11.755322080305849,9.049518113570317,65.87633481613143,40.0,75.92683333593111,133.32599796762827,133.4004257377192,-0.07442777009092083,0.0,0.0005579396989721486,7.0,7.0
long_payload_slots,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.8956963962590856e-16,2.6071548995846706e-16,1.8956963962590856e-16,2.6071548995846706e-16,0.04999999999999981,5.388282412847426e-15,6.868579779014302e-15,1.0,0.5755849774470504,0.0,0.0,1.0,11.707140705261233,8.831459787230905,65.4779107037577,40.0,62.64959999049703,133.32677535618498,133.4004257377192,-0.07365038153419903,0.0,0.0005521137131080485,7.0,7.0
long_payload_slots,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.8956963962590856e-16,2.6071548995846706e-16,1.8956963962590856e-16,2.6071548995846706e-16,0.04999999999999981,5.388282412847426e-15,6.868579779014302e-15,1.0,0.5755849774470504,0.0,0.0,1.0,11.707140705261233,8.831459787230905,65.4779107037577,40.0,64.37244333404426,133.32677535618498,133.4004257377192,-0.07365038153419903,0.0,0.0005521137131080485,7.0,7.0
long_payload_slots,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.7426575554242763e-16,2.301077217915052e-16,1.7426575554242763e-16,2.301077217915052e-16,0.04999999999999982,5.625129991434126e-15,5.921189464667502e-15,1.0,0.5915567031402137,0.0,0.0,1.0,7.372443137655609,3.9550306938281725,41.46770847739098,40.0,267.55719667999074,133.39079682810944,133.4004257377192,-0.009628909609749789,0.0,7.218160541382181e-05,7.0,7.0
long_payload_slots,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,30,0.8166666666666667,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.4874371241728966e-16,2.0077466357834353e-16,1.4874371241728966e-16,2.0077466357834353e-16,0.04999999999999984,5.388282412847426e-15,4.263256414560601e-15,0.9388888888888888,0.5880677656291856,-0.18333333333333332,0.0,1.0,17.46603310031899,12.730063742705338,99.04222816762659,40.0,20.187286667836208,132.47699759982348,133.4004257377192,-0.9234281378957111,0.0,0.00692207230466091,7.0,7.0
long_payload_slots,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,30,0.8166666666666667,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.4874371241728966e-16,2.0077466357834353e-16,1.4874371241728966e-16,2.0077466357834353e-16,0.04999999999999984,5.388282412847426e-15,4.263256414560601e-15,0.9388888888888888,0.5880677656291856,-0.18333333333333332,0.0,1.0,17.46603310031899,12.730063742705338,99.04222816762659,40.0,22.988733338812988,132.47699759982348,133.4004257377192,-0.9234281378957111,0.0,0.00692207230466091,7.0,7.0
long_payload_slots,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,30,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.6870903194448438e-16,2.1899427459561879e-16,1.6870903194448438e-16,2.1899427459561879e-16,0.04999999999999983,5.684341886080802e-15,5.684341886080802e-15,1.0,0.5903567945569093,0.0,0.0,1.0,6.720066914842859,3.6526204972290666,37.86691860539336,40.0,367.6400466744478,133.4004257377192,133.4004257377192,0.0,0.0,0.0,7.0,7.0
off_center_com,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.20327791781030324,0.20327791781030324,0.0,0.0,-0.15327791781030323,6.791670291059914,10.13075009004697,1.0,0.08999532033046304,1.0,0.0,1.0,6.197956447517447,5.302093989178939,35.72115645473353,18.0,31.7572700092569,-4.845546938412147,0.0,-4.845546938412147,0.0,0.08576189271525925,0.0,0.0
off_center_com,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.453725291586002,0.453725291586002,0.0,0.0,-0.40372529158600207,14.550626458105295,22.31907726187927,0.6666666666666669,0.05851933964220923,1.0,0.0,1.0,5.127668234535241,5.613167525157579,29.82613579662136,18.0,0.23423000626886883,-7.505585812391392,0.0,-7.505585812391392,0.0,0.13284222676798926,0.0,0.0
off_center_com,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,30,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.29327323814076617,0.29327323814076617,0.0,0.0,-0.24327323814076623,6.301568346939147,16.422703523093837,0.3333333333333334,0.0,0.0,0.0,1.0,3.283493692256888,5.050340186911217,19.22020769194827,18.0,18.93616331508383,-5.523214163491987,0.0,-5.523214163491987,0.0,0.0977560028936635,0.0,0.0
off_center_com,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.23294108390530502,0.23294108390530502,0.0,0.0,-0.18294108390530503,7.782739296864081,11.609071620615047,1.0,0.09641299553936838,1.0,0.0,1.0,3.8248100882368865,2.899620719897774,21.981818147527097,18.0,0.08789332738767068,-5.146308294566598,0.0,-5.146308294566598,0.0,0.09108510255870082,0.0,0.0
off_center_com,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.23294108390530502,0.23294108390530502,0.0,0.0,-0.18294108390530503,7.782739296864081,11.609071620615047,1.0,0.09641299553936838,1.0,0.0,1.0,3.8248100882368865,2.899620719897774,21.981818147527097,18.0,7.879756670445204,-5.146308294566598,0.0,-5.146308294566598,0.0,0.09108510255870082,0.0,0.0
off_center_com,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.20327791781030324,0.20327791781030324,0.0,0.0,-0.15327791781030323,6.791670291059914,10.13075009004697,1.0,0.08999532033046304,1.0,0.0,1.0,6.197956447517447,5.302093989178939,35.72115645473353,18.0,31.776290006625157,-4.845546938412147,0.0,-4.845546938412147,0.0,0.08576189271525925,0.0,0.0
off_center_com,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.20327791781030324,0.20327791781030324,0.0,0.0,-0.15327791781030323,6.791670291059914,10.13075009004697,1.0,0.08999532033046304,1.0,0.0,1.0,6.197956447517447,5.302093989178939,35.72115645473353,18.0,31.827496679034084,-4.845546938412147,0.0,-4.845546938412147,0.0,0.08576189271525925,0.0,0.0
off_center_com,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,30,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.20327791781030324,0.20327791781030324,0.0,0.0,-0.15327791781030323,6.791670291059914,10.13075009004697,1.0,0.08999532033046304,1.0,0.0,1.0,6.197956447517447,5.302093989178939,35.72115645473353,18.0,32.730426670362554,-4.845546938412147,0.0,-4.845546938412147,0.0,0.08576189271525925,0.0,0.0
